statecensus,co_type,value
Minnesota,child_any_parent_essential_co_sib,127282.36362481007
Minnesota,child_any_parent_essential_co_ptw,90958.1745226098
Minnesota,child_any_parent_hospital_co,30694.594775076093
Minnesota,child_any_parent_hospital_co_nwa,27115.854092925958
Minnesota,child_any_parent_hospital_co_sib,18137.426939447138
Minnesota,child_any_parent_hospital_co_ptw,11908.504833347037
Minnesota,child_any_parent_hospitals_plus_co,47872.269063142034
Minnesota,child_any_parent_hospitals_plus_co_nwa,40626.26225909626
Minnesota,child_any_parent_hospitals_plus_co_sib,26697.91621526348
Minnesota,child_any_parent_hospitals_plus_co_ptw,18731.995699478994
Minnesota,child_any_parent_nursing_facilities_co,11944.123038618302
Minnesota,child_any_parent_nursing_facilities_co_nwa,9524.693286599713
Minnesota,child_any_parent_nursing_facilities_co_sib,7487.63401618323
Minnesota,child_any_parent_nursing_facilities_co_ptw,4211.195485823781
Minnesota,child_any_parent_all_co,59816.39210176034
Minnesota,child_any_parent_all_co_nwa,50150.95554569597
Minnesota,child_any_parent_all_co_sib,34185.550231446716
Minnesota,child_any_parent_all_co_ptw,22943.191185302778
Mississippi,child_0_2_parents_co,36372.42459058047
Mississippi,child_0_2_parents_co_nwa,18907.857433798108
Mississippi,child_0_2_parents_co_sib,16186.712679205959
Mississippi,child_0_2_parents_co_ptw,12570.249120315659
Mississippi,child_0_2_parent_essential_co,13556.778846865567
Mississippi,child_0_2_parent_essential_co_nwa,10513.64586301289
Mississippi,child_0_2_parent_essential_co_sib,8743.89712196317
Mississippi,child_0_2_parent_essential_co_ptw,7230.670098318541
Mississippi,child_0_2_parent_hospital_co,1513.3187426324416
Mississippi,child_0_2_parent_hospital_co_nwa,1329.663757349732
Mississippi,child_0_2_parent_hospital_co_sib,1277.7528197370723
Mississippi,child_0_2_parent_hospital_co_ptw,1089.7429000117788
Mississippi,child_0_2_parent_hospitals_plus_co,2370.4766391413877
Mississippi,child_0_2_parent_hospitals_plus_co_nwa,2156.3915869984003
Mississippi,child_0_2_parent_hospitals_plus_co_sib,2047.539314318473
Mississippi,child_0_2_parent_hospitals_plus_co_ptw,1743.6513715075855
Mississippi,child_0_2_parent_nursing_facilities_co,847.5428142427126
Mississippi,child_0_2_parent_nursing_facilities_co_nwa,687.5869532291143
Mississippi,child_0_2_parent_nursing_facilities_co_sib,484.63272296593436
Mississippi,child_0_2_parent_nursing_facilities_co_ptw,484.63272296593436
Mississippi,child_0_2_parent_all_co,3218.0194533841
Mississippi,child_0_2_parent_all_co_nwa,2843.9785402275143
Mississippi,child_0_2_parent_all_co_sib,2532.172037284408
Mississippi,child_0_2_parent_all_co_ptw,2228.28409447352
Mississippi,child_3_5_parents_co,42360.61322339743
Mississippi,child_3_5_parents_co_nwa,22628.597654635632
Mississippi,child_3_5_parents_co_sib,18978.928620486906
Mississippi,child_3_5_parents_co_ptw,14639.116223744419
Mississippi,child_3_5_parent_essential_co,15392.590265951558
Mississippi,child_3_5_parent_essential_co_nwa,12516.335868935901
Mississippi,child_3_5_parent_essential_co_sib,9959.830835507637
Mississippi,child_3_5_parent_essential_co_ptw,8040.169368490536
Mississippi,child_3_5_parent_hospital_co,1585.6985265368755
Mississippi,child_3_5_parent_hospital_co_nwa,1493.250277202134
Mississippi,child_3_5_parent_hospital_co_sib,1481.7465871003337
Mississippi,child_3_5_parent_hospital_co_ptw,1226.8617008005072
Mississippi,child_3_5_parent_hospitals_plus_co,2438.1220738516104
Mississippi,child_3_5_parent_hospitals_plus_co_nwa,2307.7875580453083
Mississippi,child_3_5_parent_hospitals_plus_co_sib,2267.5546559290424
Mississippi,child_3_5_parent_hospitals_plus_co_ptw,1918.7209170168067
Mississippi,child_3_5_parent_nursing_facilities_co,1579.2342412001178
Mississippi,child_3_5_parent_nursing_facilities_co_nwa,1429.9309940848598
Mississippi,child_3_5_parent_nursing_facilities_co_sib,1236.461689366134
Mississippi,child_3_5_parent_nursing_facilities_co_ptw,1055.6000096542602
Mississippi,child_3_5_parent_all_co,4017.3563150517284
Mississippi,child_3_5_parent_all_co_nwa,3737.718552130168
Mississippi,child_3_5_parent_all_co_sib,3504.0163452951765
Mississippi,child_3_5_parent_all_co_ptw,2974.320926671067
Mississippi,child_6_11_parents_co,99538.29991054226
Mississippi,child_6_11_parents_co_nwa,56065.77418655041
Mississippi,child_6_11_parents_co_sib,37768.05116363638
Mississippi,child_6_11_parents_co_ptw,30149.794946340746
Mississippi,child_6_11_parent_essential_co,37976.68276915922
Mississippi,child_6_11_parent_essential_co_nwa,29127.367365565293
Mississippi,child_6_11_parent_essential_co_sib,19210.588838592692
Mississippi,child_6_11_parent_essential_co_ptw,15963.409885680878
Mississippi,child_6_11_parent_hospital_co,4012.6568930169765
Mississippi,child_6_11_parent_hospital_co_nwa,3427.11374361704
Mississippi,child_6_11_parent_hospital_co_sib,2522.3083888064
Mississippi,child_6_11_parent_hospital_co_ptw,2296.9355991822767
Mississippi,child_6_11_parent_hospitals_plus_co,5783.223712961348
Mississippi,child_6_11_parent_hospitals_plus_co_nwa,5002.745211877813
Mississippi,child_6_11_parent_hospitals_plus_co_sib,3770.2967318077517
Mississippi,child_6_11_parent_hospitals_plus_co_ptw,3431.0745943515094
Mississippi,child_6_11_parent_nursing_facilities_co,3198.37909865343
Mississippi,child_6_11_parent_nursing_facilities_co_nwa,2900.5641762276177
Mississippi,child_6_11_parent_nursing_facilities_co_sib,1796.1188550408733
Mississippi,child_6_11_parent_nursing_facilities_co_ptw,1472.8271448006956
Mississippi,child_6_11_parent_all_co,8981.602811614777
Mississippi,child_6_11_parent_all_co_nwa,7903.30938810543
Mississippi,child_6_11_parent_all_co_sib,5566.415586848625
Mississippi,child_6_11_parent_all_co_ptw,4903.901739152205
Mississippi,child_12_17_parents_co,99356.80830392754
Mississippi,child_12_17_parents_co_nwa,57753.26107998589
Mississippi,child_12_17_parents_co_sib,7015.090610536459
Mississippi,child_12_17_parents_co_ptw,5642.484327331188
Mississippi,child_12_17_parent_essential_co,41693.49804140254
Mississippi,child_12_17_parent_essential_co_nwa,33063.75256039667
Mississippi,child_12_17_parent_essential_co_sib,4002.813362769447
Mississippi,child_12_17_parent_essential_co_ptw,3344.5143732488673
Mississippi,child_12_17_parent_hospital_co,3850.8904322867274
Mississippi,child_12_17_parent_hospital_co_nwa,3229.6613252973375
Mississippi,child_12_17_parent_hospital_co_sib,496.7526701281017
Mississippi,child_12_17_parent_hospital_co_ptw,466.06102122298387
Mississippi,child_12_17_parent_hospitals_plus_co,5707.092702416611
Mississippi,child_12_17_parent_hospitals_plus_co_nwa,4875.169223304216
Mississippi,child_12_17_parent_hospitals_plus_co_sib,751.0112350234643
Mississippi,child_12_17_parent_hospitals_plus_co_ptw,700.2226491565369
Mississippi,child_12_17_parent_nursing_facilities_co,2704.0202091584547
Mississippi,child_12_17_parent_nursing_facilities_co_nwa,2369.5681500821847
Mississippi,child_12_17_parent_nursing_facilities_co_sib,300.12990176255704
Mississippi,child_12_17_parent_nursing_facilities_co_ptw,300.12990176255704
Mississippi,child_12_17_parent_all_co,8411.112911575066
Mississippi,child_12_17_parent_all_co_nwa,7244.7373733864015
Mississippi,child_12_17_parent_all_co_sib,1051.1411367860212
Mississippi,child_12_17_parent_all_co_ptw,1000.352550919094
Mississippi,child_any_parents_co,277628.14602844766
Mississippi,child_any_parents_co_nwa,155355.49035497004
Mississippi,child_any_parents_co_sib,79948.78307386569
Mississippi,child_any_parents_co_ptw,63001.64461773202
Mississippi,child_any_parent_essential_co,108619.54992337889
Mississippi,child_any_parent_essential_co_nwa,85221.10165791074
Mississippi,child_any_parent_essential_co_sib,41917.13015883295
Mississippi,child_any_parent_essential_co_ptw,34578.76372573882
Mississippi,child_any_parent_hospital_co,10962.56459447302
Mississippi,child_any_parent_hospital_co_nwa,9479.689103466242
Mississippi,child_any_parent_hospital_co_sib,5778.560465771908
Mississippi,child_any_parent_hospital_co_ptw,5079.601221217547
Mississippi,child_any_parent_hospitals_plus_co,16298.915128370956
Mississippi,child_any_parent_hospitals_plus_co_nwa,14342.093580225737
Mississippi,child_any_parent_hospitals_plus_co_sib,8836.401937078732
Mississippi,child_any_parent_hospitals_plus_co_ptw,7793.66953203244
Mississippi,child_any_parent_nursing_facilities_co,8329.176363254715
Mississippi,child_any_parent_nursing_facilities_co_nwa,7387.650273623776
Mississippi,child_any_parent_nursing_facilities_co_sib,3817.3431691354986
Mississippi,child_any_parent_nursing_facilities_co_ptw,3313.189779183447
Mississippi,child_any_parent_all_co,24628.091491625673
Mississippi,child_any_parent_all_co_nwa,21729.743853849515
Mississippi,child_any_parent_all_co_sib,12653.745106214232
Mississippi,child_any_parent_all_co_ptw,11106.859311215887
Missouri,child_0_2_parents_co,73637.74273997464
Missouri,child_0_2_parents_co_nwa,44304.28271949806
Missouri,child_0_2_parents_co_sib,40092.92992791974
Missouri,child_0_2_parents_co_ptw,28922.771800139406
Missouri,child_0_2_parent_essential_co,30820.637407612856
Missouri,child_0_2_parent_essential_co_nwa,24835.967761326527
Missouri,child_0_2_parent_essential_co_sib,22149.418741896556
Missouri,child_0_2_parent_essential_co_ptw,18080.771769295086
Missouri,child_0_2_parent_hospital_co,3258.842460228658
Missouri,child_0_2_parent_hospital_co_nwa,2945.2826923939992
Missouri,child_0_2_parent_hospital_co_sib,2507.6249878018307
Missouri,child_0_2_parent_hospital_co_ptw,1447.4941586129587
Missouri,child_0_2_parent_hospitals_plus_co,4773.0455257496515
Missouri,child_0_2_parent_hospitals_plus_co_nwa,4095.4201349758796
Missouri,child_0_2_parent_hospitals_plus_co_sib,3488.0868423802367
Missouri,child_0_2_parent_hospitals_plus_co_ptw,2319.134951159849
Missouri,child_0_2_parent_nursing_facilities_co,2087.171942785199
Missouri,child_0_2_parent_nursing_facilities_co_nwa,2087.171942785199
Missouri,child_0_2_parent_nursing_facilities_co_sib,2010.2422805626559
Missouri,child_0_2_parent_nursing_facilities_co_ptw,1726.015773627143
Missouri,child_0_2_parent_all_co,6860.21746853485
Missouri,child_0_2_parent_all_co_nwa,6182.592077761079
Missouri,child_0_2_parent_all_co_sib,5498.329122942892
Missouri,child_0_2_parent_all_co_ptw,4045.1507247869918
Missouri,child_3_5_parents_co,92707.62835571589
Missouri,child_3_5_parents_co_nwa,59495.58968246503
Missouri,child_3_5_parents_co_sib,51631.00009140205
Missouri,child_3_5_parents_co_ptw,39295.15635870499
Missouri,child_3_5_parent_essential_co,42130.64567576875
Missouri,child_3_5_parent_essential_co_nwa,35107.29457643034
Missouri,child_3_5_parent_essential_co_sib,30100.01952965201
Missouri,child_3_5_parent_essential_co_ptw,24896.314039128254
Missouri,child_3_5_parent_hospital_co,5052.316508448269
Missouri,child_3_5_parent_hospital_co_nwa,4799.202363490759
Missouri,child_3_5_parent_hospital_co_sib,3826.0919286541366
Missouri,child_3_5_parent_hospital_co_ptw,3113.3238030825382
Missouri,child_3_5_parent_hospitals_plus_co,6644.159035904608
Missouri,child_3_5_parent_hospitals_plus_co_nwa,6345.9837591195455
Missouri,child_3_5_parent_hospitals_plus_co_sib,5132.446561302916
Missouri,child_3_5_parent_hospitals_plus_co_ptw,4288.295481700529
Missouri,child_3_5_parent_nursing_facilities_co,4567.419880215871
Missouri,child_3_5_parent_nursing_facilities_co_nwa,3931.2159800580393
Missouri,child_3_5_parent_nursing_facilities_co_sib,3204.1277794410817
Missouri,child_3_5_parent_nursing_facilities_co_ptw,2816.177854254328
Missouri,child_3_5_parent_all_co,11211.578916120478
Missouri,child_3_5_parent_all_co_nwa,10277.199739177584
Missouri,child_3_5_parent_all_co_sib,8336.574340743999
Missouri,child_3_5_parent_all_co_ptw,7104.473335954857
Missouri,child_6_11_parents_co,197831.34852356024
Missouri,child_6_11_parents_co_nwa,128573.19229122199
Missouri,child_6_11_parents_co_sib,99181.27965587785
Missouri,child_6_11_parents_co_ptw,75828.65602955692
Missouri,child_6_11_parent_essential_co,88579.57522011115
Missouri,child_6_11_parent_essential_co_nwa,73424.92156946653
Missouri,child_6_11_parent_essential_co_sib,55785.718323375855
Missouri,child_6_11_parent_essential_co_ptw,45841.249653305014
Missouri,child_6_11_parent_hospital_co,9206.832124605879
Missouri,child_6_11_parent_hospital_co_nwa,8400.461277484184
Missouri,child_6_11_parent_hospital_co_sib,6690.890597867071
Missouri,child_6_11_parent_hospital_co_ptw,5388.0136743430985
Missouri,child_6_11_parent_hospitals_plus_co,13735.902415719465
Missouri,child_6_11_parent_hospitals_plus_co_nwa,12355.021305380438
Missouri,child_6_11_parent_hospitals_plus_co_sib,9727.24458673227
Missouri,child_6_11_parent_hospitals_plus_co_ptw,8247.424632523942
Missouri,child_6_11_parent_nursing_facilities_co,7462.600860730989
Missouri,child_6_11_parent_nursing_facilities_co_nwa,7013.055852110571
Missouri,child_6_11_parent_nursing_facilities_co_sib,5635.840756536125
Missouri,child_6_11_parent_nursing_facilities_co_ptw,5143.326797023061
Missouri,child_6_11_parent_all_co,21198.503276450458
Missouri,child_6_11_parent_all_co_nwa,19368.07715749101
Missouri,child_6_11_parent_all_co_sib,15363.085343268394
Missouri,child_6_11_parent_all_co_ptw,13390.751429547003
Missouri,child_12_17_parents_co,185364.8297654186
Missouri,child_12_17_parents_co_nwa,121811.90630512948
Missouri,child_12_17_parents_co_sib,21572.21241940084
Missouri,child_12_17_parents_co_ptw,16650.70939171802
Missouri,child_12_17_parent_essential_co,81598.97437027453
Missouri,child_12_17_parent_essential_co_nwa,67820.5520177256
Missouri,child_12_17_parent_essential_co_sib,12853.985848210199
Missouri,child_12_17_parent_essential_co_ptw,10395.609325705691
Missouri,child_12_17_parent_hospital_co,7615.1162803010375
Missouri,child_12_17_parent_hospital_co_nwa,6941.176454587953
Missouri,child_12_17_parent_hospital_co_sib,1337.847051321226
Missouri,child_12_17_parent_hospital_co_ptw,1183.5682220715662
Missouri,child_12_17_parent_hospitals_plus_co,10490.012175884736
Missouri,child_12_17_parent_hospitals_plus_co_nwa,9365.028866820805
Missouri,child_12_17_parent_hospitals_plus_co_sib,1657.0478651178228
Missouri,child_12_17_parent_hospitals_plus_co_ptw,1395.514201689707
Missouri,child_12_17_parent_nursing_facilities_co,5960.649441204694
Missouri,child_12_17_parent_nursing_facilities_co_nwa,5136.965901484137
Missouri,child_12_17_parent_nursing_facilities_co_sib,1505.2685649160917
Missouri,child_12_17_parent_nursing_facilities_co_ptw,1408.4834609192465
Missouri,child_12_17_parent_all_co,16450.661617089434
Missouri,child_12_17_parent_all_co_nwa,14501.994768304943
Missouri,child_12_17_parent_all_co_sib,3162.316430033915
Missouri,child_12_17_parent_all_co_ptw,2803.9976626089533
Missouri,child_any_parents_co,549541.5493846693
Missouri,child_any_parents_co_nwa,354184.97099831456
Missouri,child_any_parents_co_sib,212477.42209460048
Missouri,child_any_parents_co_ptw,160697.29358011932
Missouri,child_any_parent_essential_co,243129.8326737673
Missouri,child_any_parent_essential_co_nwa,201188.735924949
Missouri,child_any_parent_essential_co_sib,120889.14244313462
Missouri,child_any_parent_essential_co_ptw,99213.94478743404
Missouri,child_any_parent_hospital_co,25133.107373583844
Missouri,child_any_parent_hospital_co_nwa,23086.122787956894
Missouri,child_any_parent_hospital_co_sib,14362.454565644262
Missouri,child_any_parent_hospital_co_ptw,11132.399858110164
Missouri,child_any_parent_hospitals_plus_co,35643.11915325847
Missouri,child_any_parent_hospitals_plus_co_nwa,32161.454066296665
Missouri,child_any_parent_hospitals_plus_co_sib,20004.825855533247
Missouri,child_any_parent_hospitals_plus_co_ptw,16250.369267074026
Missouri,child_any_parent_nursing_facilities_co,20077.842124936753
Missouri,child_any_parent_nursing_facilities_co_nwa,18168.409676437946
Missouri,child_any_parent_nursing_facilities_co_sib,12355.479381455954
Missouri,child_any_parent_nursing_facilities_co_ptw,11094.003885823779
Missouri,child_any_parent_all_co,55720.96127819522
Missouri,child_any_parent_all_co_nwa,50329.86374273462
Missouri,child_any_parent_all_co_sib,32360.3052369892
Missouri,child_any_parent_all_co_ptw,27344.373152897806
Montana,child_0_2_parents_co,13380.821936881586
Montana,child_0_2_parents_co_nwa,7128.106793013277
Montana,child_0_2_parents_co_sib,6939.730291761627
Montana,child_0_2_parents_co_ptw,4209.532996312369
Montana,child_0_2_parent_essential_co,4971.8621401293885
Montana,child_0_2_parent_essential_co_nwa,3621.886224432798
Montana,child_0_2_parent_essential_co_sib,3504.0538120705187
Montana,child_0_2_parent_essential_co_ptw,2242.723991604849
Montana,child_0_2_parent_hospital_co,508.4672915384532
Montana,child_0_2_parent_hospital_co_nwa,461.93910317430317
Montana,child_0_2_parent_hospital_co_sib,461.93910317430317
Montana,child_0_2_parent_hospital_co_ptw,291.09918696123987
Montana,child_0_2_parent_hospitals_plus_co,950.4229979679169
Montana,child_0_2_parent_hospitals_plus_co_nwa,868.5541915080399
Montana,child_0_2_parent_hospitals_plus_co_sib,868.5541915080399
Montana,child_0_2_parent_hospitals_plus_co_ptw,561.8318113240608
Montana,child_0_2_parent_nursing_facilities_co,201.72874131365487
Montana,child_0_2_parent_nursing_facilities_co_nwa,175.07596011075816
Montana,child_0_2_parent_nursing_facilities_co_sib,140.37137702791713
Montana,child_0_2_parent_nursing_facilities_co_ptw,96.93357619991298
Montana,child_0_2_parent_all_co,1152.1517392815717
Montana,child_0_2_parent_all_co_nwa,1043.630151618798
Montana,child_0_2_parent_all_co_sib,1008.925568535957
Montana,child_0_2_parent_all_co_ptw,658.7653875239738
Montana,child_3_5_parents_co,16779.447352297557
Montana,child_3_5_parents_co_nwa,9497.023278625182
Montana,child_3_5_parents_co_sib,8782.724000376873
Montana,child_3_5_parents_co_ptw,5412.765913848652
Montana,child_3_5_parent_essential_co,6774.5471563494875
Montana,child_3_5_parent_essential_co_nwa,5134.850534990478
Montana,child_3_5_parent_essential_co_sib,4828.4017246105705
Montana,child_3_5_parent_essential_co_ptw,3137.195358984386
Montana,child_3_5_parent_hospital_co,681.4262449031655
Montana,child_3_5_parent_hospital_co_nwa,576.5285241954765
Montana,child_3_5_parent_hospital_co_sib,576.5285241954765
Montana,child_3_5_parent_hospital_co_ptw,358.9582229151155
Montana,child_3_5_parent_hospitals_plus_co,1151.7445271188449
Montana,child_3_5_parent_hospitals_plus_co_nwa,988.6409019131415
Montana,child_3_5_parent_hospitals_plus_co_sib,988.6409019131415
Montana,child_3_5_parent_hospitals_plus_co_ptw,596.1567093635618
Montana,child_3_5_parent_nursing_facilities_co,318.1841807014012
Montana,child_3_5_parent_nursing_facilities_co_nwa,224.64423922819816
Montana,child_3_5_parent_nursing_facilities_co_sib,220.84948436001022
Montana,child_3_5_parent_nursing_facilities_co_ptw,141.18603383642136
Montana,child_3_5_parent_all_co,1469.9287078202462
Montana,child_3_5_parent_all_co_nwa,1213.2851411413399
Montana,child_3_5_parent_all_co_sib,1209.4903862731517
Montana,child_3_5_parent_all_co_ptw,737.3427431999831
Montana,child_6_11_parents_co,31993.352842248583
Montana,child_6_11_parents_co_nwa,18920.144043956494
Montana,child_6_11_parents_co_sib,14018.746504428653
Montana,child_6_11_parents_co_ptw,8738.424285934834
Montana,child_6_11_parent_essential_co,13429.698036731681
Montana,child_6_11_parent_essential_co_nwa,10183.573945494722
Montana,child_6_11_parent_essential_co_sib,7711.743274908158
Montana,child_6_11_parent_essential_co_ptw,5267.139840684397
Montana,child_6_11_parent_hospital_co,1415.7658645681965
Montana,child_6_11_parent_hospital_co_nwa,1189.3727929107574
Montana,child_6_11_parent_hospital_co_sib,969.3429810402877
Montana,child_6_11_parent_hospital_co_ptw,705.2134955327446
Montana,child_6_11_parent_hospitals_plus_co,2297.1765859639436
Montana,child_6_11_parent_hospitals_plus_co_nwa,1949.0047150341388
Montana,child_6_11_parent_hospitals_plus_co_sib,1582.0230692600244
Montana,child_6_11_parent_hospitals_plus_co_ptw,1195.560252071859
Montana,child_6_11_parent_nursing_facilities_co,669.1434123932435
Montana,child_6_11_parent_nursing_facilities_co_nwa,469.0423645552007
Montana,child_6_11_parent_nursing_facilities_co_sib,283.92697464711796
Montana,child_6_11_parent_nursing_facilities_co_ptw,212.36866839473393
Montana,child_6_11_parent_all_co,2966.3199983571867
Montana,child_6_11_parent_all_co_nwa,2418.04707958934
Montana,child_6_11_parent_all_co_sib,1865.9500439071423
Montana,child_6_11_parent_all_co_ptw,1407.9289204665931
Montana,child_12_17_parents_co,29631.31421725356
Montana,child_12_17_parents_co_nwa,19174.79691619418
Montana,child_12_17_parents_co_sib,3318.571498749242
Montana,child_12_17_parents_co_ptw,2205.009687777725
Montana,child_12_17_parent_essential_co,13110.21432565361
Montana,child_12_17_parent_essential_co_nwa,10540.174097655921
Montana,child_12_17_parent_essential_co_sib,1891.2107600437787
Montana,child_12_17_parent_essential_co_ptw,1289.7230445970015
Montana,child_12_17_parent_hospital_co,1286.487754960826
Montana,child_12_17_parent_hospital_co_nwa,1051.9066704890765
Montana,child_12_17_parent_hospital_co_sib,142.0914547629098
Montana,child_12_17_parent_hospital_co_ptw,110.06778657815303
Montana,child_12_17_parent_hospitals_plus_co,2093.0090049406776
Montana,child_12_17_parent_hospitals_plus_co_nwa,1760.565514953999
Montana,child_12_17_parent_hospitals_plus_co_sib,220.96431409369268
Montana,child_12_17_parent_hospitals_plus_co_ptw,158.60361731745076
Montana,child_12_17_parent_nursing_facilities_co,674.236776554736
Montana,child_12_17_parent_nursing_facilities_co_nwa,556.7672171411696
Montana,child_12_17_parent_nursing_facilities_co_sib,67.82948969104037
Montana,child_12_17_parent_nursing_facilities_co_ptw,22.743641456136704
Montana,child_12_17_parent_all_co,2767.245781495414
Montana,child_12_17_parent_all_co_nwa,2317.332732095168
Montana,child_12_17_parent_all_co_sib,288.79380378473303
Montana,child_12_17_parent_all_co_ptw,181.34725877358744
Montana,child_any_parents_co,91784.93634868128
Montana,child_any_parents_co_nwa,54720.07103178913
Montana,child_any_parents_co_sib,33059.77229531639
Montana,child_any_parents_co_ptw,20565.73288387358
Montana,child_any_parent_essential_co,38286.321658864166
Montana,child_any_parent_essential_co_nwa,29480.48480257392
Montana,child_any_parent_essential_co_sib,17935.409571633027
Montana,child_any_parent_essential_co_ptw,11936.782235870633
Montana,child_any_parent_hospital_co,3892.1471559706406
Montana,child_any_parent_hospital_co_nwa,3279.7470907696134
Montana,child_any_parent_hospital_co_sib,2149.9020631729773
Montana,child_any_parent_hospital_co_ptw,1465.338691987253
Montana,child_any_parent_hospitals_plus_co,6492.353115991383
Montana,child_any_parent_hospitals_plus_co_nwa,5566.7653234093195
Montana,child_any_parent_hospitals_plus_co_sib,3660.182476774898
Montana,child_any_parent_hospitals_plus_co_ptw,2512.1523900769325
Montana,child_any_parent_nursing_facilities_co,1863.2931109630356
Montana,child_any_parent_nursing_facilities_co_nwa,1425.5297810353263
Montana,child_any_parent_nursing_facilities_co_sib,712.9773257260857
Montana,child_any_parent_nursing_facilities_co_ptw,473.231919887205
Montana,child_any_parent_all_co,8355.646226954419
Montana,child_any_parent_all_co_nwa,6992.295104444645
Montana,child_any_parent_all_co_sib,4373.1598025009835
Montana,child_any_parent_all_co_ptw,2985.3843099641376
Nebraska,child_0_2_parents_co,29457.423105802678
Nebraska,child_0_2_parents_co_nwa,18715.47903206258
Nebraska,child_0_2_parents_co_sib,17027.607635794866
Nebraska,child_0_2_parents_co_ptw,11699.703719525047
Nebraska,child_0_2_parent_essential_co,14254.491542241127
Nebraska,child_0_2_parent_essential_co_nwa,11460.301860083979
Nebraska,child_0_2_parent_essential_co_sib,10414.340329822324
Nebraska,child_0_2_parent_essential_co_ptw,7618.2443831843675
Nebraska,child_0_2_parent_hospital_co,2115.115012962401
Nebraska,child_0_2_parent_hospital_co_nwa,2030.2819760143625
Nebraska,child_0_2_parent_hospital_co_sib,1992.3698427867926
Nebraska,child_0_2_parent_hospital_co_ptw,1509.4740738946575
Nebraska,child_0_2_parent_hospitals_plus_co,2649.7774874653705
Nebraska,child_0_2_parent_hospitals_plus_co_nwa,2564.944450517332
Nebraska,child_0_2_parent_hospitals_plus_co_sib,2527.0323172897615
Nebraska,child_0_2_parent_hospitals_plus_co_ptw,1962.5044442739952
Nebraska,child_0_2_parent_nursing_facilities_co,340.253699341922
Nebraska,child_0_2_parent_nursing_facilities_co_nwa,235.4424647423135
Nebraska,child_0_2_parent_nursing_facilities_co_sib,235.4424647423135
Nebraska,child_0_2_parent_nursing_facilities_co_ptw,176.2963223665794
Nebraska,child_0_2_parent_all_co,2990.0311868072927
Nebraska,child_0_2_parent_all_co_nwa,2800.3869152596453
Nebraska,child_0_2_parent_all_co_sib,2762.4747820320754
Nebraska,child_0_2_parent_all_co_ptw,2138.8007666405747
Nebraska,child_3_5_parents_co,31369.37371014884
Nebraska,child_3_5_parents_co_nwa,21195.185563126284
Nebraska,child_3_5_parents_co_sib,17900.12347925924
Nebraska,child_3_5_parents_co_ptw,12377.554692866184
Nebraska,child_3_5_parent_essential_co,15181.549462710262
Nebraska,child_3_5_parent_essential_co_nwa,12629.609445544891
Nebraska,child_3_5_parent_essential_co_sib,10290.030339562993
Nebraska,child_3_5_parent_essential_co_ptw,7224.035359466076
Nebraska,child_3_5_parent_hospital_co,1066.353932265135
Nebraska,child_3_5_parent_hospital_co_nwa,1025.4695338064698
Nebraska,child_3_5_parent_hospital_co_sib,934.1535967888461
Nebraska,child_3_5_parent_hospital_co_ptw,561.6676807037732
Nebraska,child_3_5_parent_hospitals_plus_co,1598.3941765448026
Nebraska,child_3_5_parent_hospitals_plus_co_nwa,1557.5097780861374
Nebraska,child_3_5_parent_hospitals_plus_co_sib,1395.3867446672957
Nebraska,child_3_5_parent_hospitals_plus_co_ptw,965.1513615162161
Nebraska,child_3_5_parent_nursing_facilities_co,475.86657146269243
Nebraska,child_3_5_parent_nursing_facilities_co_nwa,296.09325270481025
Nebraska,child_3_5_parent_nursing_facilities_co_sib,296.09325270481025
Nebraska,child_3_5_parent_nursing_facilities_co_ptw,209.9205325808643
Nebraska,child_3_5_parent_all_co,2074.260748007495
Nebraska,child_3_5_parent_all_co_nwa,1853.603030790948
Nebraska,child_3_5_parent_all_co_sib,1691.4799973721058
Nebraska,child_3_5_parent_all_co_ptw,1175.0718940970803
Nebraska,child_6_11_parents_co,68502.57133976145
Nebraska,child_6_11_parents_co_nwa,46263.775452844144
Nebraska,child_6_11_parents_co_sib,33213.00591053557
Nebraska,child_6_11_parents_co_ptw,25461.98580839168
Nebraska,child_6_11_parent_essential_co,30663.278614755658
Nebraska,child_6_11_parent_essential_co_nwa,25378.74771618229
Nebraska,child_6_11_parent_essential_co_sib,18248.58864565706
Nebraska,child_6_11_parent_essential_co_ptw,14308.592277123369
Nebraska,child_6_11_parent_hospital_co,2429.93894237692
Nebraska,child_6_11_parent_hospital_co_nwa,2375.0909739885597
Nebraska,child_6_11_parent_hospital_co_sib,1750.9904736698948
Nebraska,child_6_11_parent_hospital_co_ptw,1208.3513086188225
Nebraska,child_6_11_parent_hospitals_plus_co,3824.093123852664
Nebraska,child_6_11_parent_hospitals_plus_co_nwa,3589.736565719059
Nebraska,child_6_11_parent_hospitals_plus_co_sib,2575.701415518852
Nebraska,child_6_11_parent_hospitals_plus_co_ptw,1849.0520447594804
Nebraska,child_6_11_parent_nursing_facilities_co,1550.790065472079
Nebraska,child_6_11_parent_nursing_facilities_co_nwa,1112.0752556229486
Nebraska,child_6_11_parent_nursing_facilities_co_sib,770.2442376189134
Nebraska,child_6_11_parent_nursing_facilities_co_ptw,636.6719223248186
Nebraska,child_6_11_parent_all_co,5374.8831893247425
Nebraska,child_6_11_parent_all_co_nwa,4701.811821342008
Nebraska,child_6_11_parent_all_co_sib,3345.945653137766
Nebraska,child_6_11_parent_all_co_ptw,2485.723967084299
Nebraska,child_12_17_parents_co,66687.68383604744
